Estimate	Pval	FDR
Crtc2	0.0458722644261771	0.62730318111882	0.945322084499711
Crtc3	0.273247386388154	0.00595110202822791	0.105476685304314
Cry1	0.19795361215339	0.045617334724726	0.369167733747535
Cry2	0.0318678762420924	0.544745795135402	0.924505505772272
Cryab	-0.0046131809034178	0.9671166965621	0.99816700223679
Crybb1	-0.108858812083937	0.659986031319189	0.95332235508827
Crybg3	0.0687062737269645	0.401046801647831	0.861634191601501
Cryl1	0.151470472866393	0.0794870223746784	0.495105440020056
Crym	-0.192936004988849	0.177386568222602	0.684410524356842
Cryz	0.121854566750289	0.220850428362912	0.725744262308376
Cryzl1	-0.0614303491706783	0.013363366707591	0.180938524743546
Cs	0.0512036104777856	0.177710336637156	0.685446251742753
Csad	-0.0394536358738062	0.687273744027891	0.958788235283019
Csdc2	-0.013323976100444	0.908224402229247	0.990883891956524
Csde1	0.0260980975606649	0.440467314609396	0.879869326136054
Cse1l	-0.0413342274421736	0.16294226269469	0.667425538518769
Csf1	0.0664249288345217	0.24963676872716	0.756915227171176
Csf1r	0.171738058814557	6.17439782968354e-05	0.00374018442956802
Csf2ra	0.00491562158936265	0.957715300834188	0.995731613510781
Csf3r	0.149034286770703	0.163359135966595	0.667425538518769
Csgalnact1	0.0180520980901032	0.738080686707647	0.969530320731735
Csgalnact2	-0.0095333546510188	0.931404812482611	0.994124729992627
Csk	-0.0127223411692946	0.769364949636552	0.974767735978138
Csmd1	-0.0150566501404882	0.801760070440827	0.980184140730502
Csmd2	0.0176792396917136	0.83102928346215	0.982594177592343
Csmd3	0.131489810948124	0.356710947049131	0.837906204297954
Csnk1a1	0.0593324399150387	0.181004228388187	0.689820442258157
Csnk1d	-0.00932184339288738	0.797193706242914	0.980184140730502
Csnk1e	0.0391791894542852	0.546073055977158	0.924505505772272
Csnk1g1	0.0930865652521244	0.11557958745996	0.578551720824825
Csnk1g2	-0.0426967407183906	0.388434525218758	0.854307710444735
Csnk1g3	0.00352280959510035	0.949887920571264	0.995145453186401
Csnk2a1	-0.0541834964797507	0.0183388079921589	0.219093049387519
Csnk2a2	-0.113369282870855	0.00651259556099282	0.112374020062869
Csnk2b	-0.0813076934514825	0.231521620418513	0.738157832716402
Cspg4	-0.0556086880318725	0.695965180660464	0.96146327215509
Cspg5	-0.114145355332735	0.043047395412033	0.358169363169695
Cspp1	0.0590939672669136	0.492601854266461	0.905600886260154
Csrnp1	0.310604717066549	0.168207324457942	0.673557465267391
Csrnp2	-0.00852826982142849	0.908510793646599	0.990883891956524
Csrnp3	0.0472243711678577	0.226876821097979	0.732533517987546
Csrp1	-0.160830051602385	0.0163841594316334	0.205241002222959
Csrp2bp	-0.0618267966228624	0.326126099802438	0.818954481646123
Cst3	0.0729536153921497	0.437926505451502	0.87916977119706
Cst6	-0.0773756186267235	0.626337369430866	0.945135460008003
Cstad	0.208854255400999	0.278292938475929	0.782694940925832
Cstb	-0.176112964818571	0.146105994049695	0.638210684145892
Cstf1	0.0247300280791997	0.746647402078173	0.970664890373011
Cstf2	-0.0688726949301204	0.00122107977263175	0.0362780750674694
Cstf2t	0.0182243818694557	0.866197389234239	0.986106313258111
Cstf3	0.0223066423523706	0.768396094647601	0.974765589494577
CT025619.2	0.0199513516562941	0.807394583444854	0.980184140730502
Ctbp1	0.000691388402948014	0.977129295046969	0.999560212462957
Ctbp2	0.100495702793018	0.318963203406464	0.814791189510885
Ctbs	0.137925869018741	0.165273668605475	0.670018154565846
Ctc1	-0.0402212921511776	0.266633810533865	0.770268215512996
Ctcf	0.0398760109650912	0.440231062184157	0.879869326136054
Ctdnep1	-0.0554285606313028	0.532674910133028	0.918541068182485
Ctdp1	0.0613577689819369	0.516789139656341	0.912947476287239
Ctdsp1	-0.0648459723963862	0.36664574067767	0.843479258314168
Ctdsp2	-0.00868052007114132	0.878955271042398	0.98700986830566
Ctdspl	0.076123907767246	0.29201526975701	0.794103005272882
Ctdspl2	-0.0162623028817309	0.731586795923887	0.968590027239743
Ctgf	0.220795719399486	0.0383131276014157	0.334760165297343
Cthrc1	-0.286334769373549	0.0406307959742305	0.346438356039051
Ctif	0.0814720643350168	0.140656090681523	0.630297983934989
Ctnna1	-0.0263662770902866	0.680921556850831	0.958594701201069
Ctnna2	-0.108905980492293	0.0125233578306085	0.173160580539519
Ctnnal1	-0.0599380578779515	0.555277770480968	0.926801372540897
Ctnnb1	0.00418733350578634	0.954062540677967	0.995257526899332
Ctnnbip1	-0.237847517581015	2.80666130336726e-08	6.20923694418161e-06
Ctnnbl1	-0.033286702192116	0.763638782320126	0.973623310554188
Ctnnd1	0.121776170374952	0.321125838236957	0.815892406782665
Ctnnd2	-0.0125529565773597	0.626643645705695	0.945135460008003
Ctns	0.0626449745621943	0.676359690739247	0.957820316837585
Ctps	-0.00234636602788904	0.977660991221903	0.999560212462957
Ctps2	-0.102885940189911	0.00135165138481352	0.0386734619086715
Ctr9	-0.0696055208136593	0.0168450354351311	0.208068937194256
Ctsa	0.00452528616821053	0.914078559554394	0.992181566834885
Ctsb	0.0349692514667543	0.200475114705056	0.709421935470133
Ctsc	0.0618229171593723	0.562361635079472	0.930177764533258
Ctsd	-0.0750653810436925	0.164675765431463	0.669007672480921
Ctsf	-0.00749884451763672	0.920673404016086	0.993382838565721
Ctsh	0.123075111964923	0.497941493791008	0.907435371548282
Ctsk	0.106461298438937	0.39894528500157	0.861230620620211
Ctsl	0.0754194072737706	0.171755158061625	0.676888748969925
Ctso	0.119697381503107	0.0153992936142771	0.196479761675879
Ctss	0.456371535119694	5.42035305528543e-11	2.79803141674713e-08
Ctsz	0.0879500835755272	0.26203606373822	0.767608445901598
Cttn	-0.0117298051737138	0.751147899597901	0.971977797006096
Cttnbp2	0.0256537155602155	0.733721024864505	0.968884009491191
Cttnbp2nl	-0.0351135499616605	0.622124933468858	0.944830971566836
Ctu1	0.216349813538414	0.202495485119252	0.711796533672386
Ctu2	-0.0212842589994018	0.842358469872699	0.984619217214159
Ctxn1	0.0248581942020367	0.687234531264243	0.958788235283019
Cuedc1	0.0769520835770975	0.322850165604157	0.817105455323855
Cuedc2	-0.045462379305379	0.351216069570483	0.83659384066025
Cul1	-0.102044746121462	0.0130171352131936	0.177805168860259
Cul2	-0.0429191196299976	0.439393040935873	0.879306313320489
Cul3	-0.0146556312901581	0.539780922070262	0.922774367811297
Cul4a	0.00128985654630125	0.984298920859853	0.999560212462957
Cul4b	-0.181734260877521	9.60804611889188e-05	0.00513077945547205
Cul5	0.0117207681379663	0.852784143610959	0.986106313258111
Cul7	-0.042009803624077	0.381266615092234	0.851511062617208
Cul9	-0.0484801624961316	0.54873924129372	0.924942919780667
Cuta	0.080332741918409	0.348506623019795	0.835296682645045
Cux1	-0.140975315405934	3.58391299473126e-05	0.00248050827328076
Cux2	-0.122206516384316	0.000162054230863573	0.00760488585670003
Cwc15	0.0567775701540497	0.283552144402419	0.784970407858788
Cwc22	-0.108022570245668	0.253146608361771	0.760878302680008
Cwc25	0.173623205994286	0.0276924477148337	0.282139584489371
Cwc27	-0.13041083772435	0.283970831408665	0.785118194671267
Cwf19l1	0.10102173047892	0.453782149058694	0.886547502608715
Cwf19l2	-0.222270189430463	0.0129271085357581	0.176770361644047
Cwh43	0.464858243232867	0.0211580337783588	0.239166861751904
Cx3cl1	-0.0986524492912773	0.000834307396172518	0.0269885339451554
Cx3cr1	0.14026597124451	0.0702981195022501	0.465236860316974
Cxadr	-0.139017737035356	0.0606213776551505	0.434469211594447
Cxcl12	-0.210743028682603	0.00262594838878094	0.0614087231418862
Cxcl14	-0.0320519781333323	0.444630109261817	0.882069243177687
Cxx1a	-0.117030498617137	0.393947638992488	0.85907719366528
Cxx1b	0.00882179179426416	0.912221854003036	0.991910942517074
Cxx1c	0.0489337055367946	0.506147718632972	0.909048694339041
Cxxc1	-0.00233102888587644	0.943624745507398	0.99502283478351
Cxxc4	0.00519637540876527	0.93547696239684	0.994265837439901
Cxxc5	-0.110583670792093	0.0935323766286955	0.527858715471607
Cyb561	0.00909606626258105	0.897396592965713	0.989192994823347
Cyb561a3	-0.0902186357255986	0.53026571720212	0.918541068182485
Cyb561d1	0.00904692856800746	0.913402667833741	0.99194825138431
Cyb561d2	0.163579899294866	0.159696352926977	0.661718097295063
Cyb5a	0.0262499307338402	0.652052464441859	0.951880163031712
Cyb5b	0.0553309901179403	0.276974915177824	0.78129376688025
Cyb5d1	0.0269049076572951	0.752200268780986	0.972077290661492
Cyb5d2	-0.0968485713629044	0.264104352999459	0.768433261932903
Cyb5r1	0.208146665291989	0.0366313406904006	0.327630281887529
Cyb5r3	0.216696395884069	0.0633252693323347	0.443491668602767
Cyb5r4	0.0169491594649887	0.612989074015635	0.943710496193315
Cyb5rl	-0.0875890026789227	0.409949005351639	0.866643677236018
Cybrd1	0.0726963651563738	0.77639501346544	0.976606892720555
Cyc1	-0.0273441399483131	0.662076082971388	0.953996347049607
Cycs	0.0447413498183755	0.518720553385167	0.914013502473167
Cyfip1	0.112302783771703	0.00495890722245207	0.0958438402167842
Cyfip2	-0.058135257795725	0.0738188725878755	0.476846718086807
Cygb	0.192231942714866	0.0567063239652235	0.417678149586893
Cyhr1	-0.0254388551008842	0.552566513946135	0.926489213667302
Cyld	0.0512421320293413	0.328608523746274	0.821483626063644
Cyp11a1	0.0679160947207846	0.241277352045543	0.745698669639149
Cyp1b1	0.146847665398425	0.33557919421618	0.825909145086577
Cyp20a1	-0.163508472230861	0.12918231753803	0.607608098701084
Cyp26b1	0.573132768035108	0.0350088004262672	0.320091533934335
Cyp27a1	0.0220670444799598	0.856297639759964	0.986106313258111
Cyp2d22	-0.0867664275390582	0.474174333955541	0.895955982157527
Cyp2j6	-0.0211069643480163	0.81856701214383	0.980184140730502
Cyp2j9	-0.0837275959203895	0.381101833733704	0.851511062617208
Cyp2s1	-0.0283540602476604	0.861395871238597	0.986106313258111
Cyp2u1	0.0267689244609717	0.834584630765377	0.983976941302798
Cyp46a1	-0.143432567976392	0.0029850856611533	0.0668756351826911
Cyp4f13	0.173038583400075	0.19206145470266	0.700938350105843
Cyp4f14	-0.153413592909969	0.387569689884406	0.853853190678378
Cyp4f15	-0.313745323039398	0.172080081793481	0.676888748969925
Cyp4f16	-0.0632352625176189	0.751379534580289	0.971977797006096
Cyp4v3	-0.0855950037484105	0.622307519520035	0.944830971566836
Cyp4x1	0.0123964955594671	0.908074109906383	0.990883891956524
Cyp51	-0.128793506416526	0.0709728535634884	0.468199348890709
Cyp7b1	0.202695082087456	0.0180845115488661	0.218223761106853
Cyr61	0.220227949606863	0.6120232215893	0.943710496193315
Cys1	0.00600159713170275	0.973760471581879	0.998720153991374
Cystm1	-0.0664332666814726	0.690563285975518	0.959916946777013
Cyth1	-0.0314397229195105	0.479002242252412	0.897600621754615
Cyth2	0.0988604500681488	0.0257923634173092	0.268974402674279
Cyth3	0.123215346831299	0.0669295612523126	0.453324119437429
Cyth4	0.281102987766794	0.0032210615128494	0.0708805170207659
Cyyr1	-0.139150710060485	0.597021516692569	0.93947663791493
D030056L22Rik	0.0377059545016231	0.638771875815913	0.948458403653459
D2hgdh	0.142545931877147	0.169466998866479	0.676072690152924
D2Wsu81e	0.0389277009303494	0.651239685971437	0.951880163031712
D3Ertd751e	-0.0729817225728807	0.290517296780122	0.792430380847408
D630036H23Rik	0.0682831896772126	0.660954826713565	0.953489677242007
D930015E06Rik	0.0112115459446908	0.872480605961834	0.986106313258111
Daam1	0.062671378531364	0.283869051363884	0.785118194671267
Daam2	-0.142283513600728	0.163533490377145	0.667425538518769
Dab1	0.0819148086873494	0.204680693830585	0.713065746216611
Dab2	-0.00440986541403654	0.977138306337133	0.999560212462957
Dab2ip	-0.0122956155010741	0.863100907904474	0.986106313258111
Dach1	0.18791772942586	0.500020797767687	0.907504349291309
Dact1	0.018236688733323	0.916677198438479	0.992468559246301
Dact2	-0.0611488147715653	0.2733457934199	0.778063269820194
Dact3	-0.0479027866569096	0.320929951178929	0.815892406782665
Dad1	0.04801620257041	0.626323814981146	0.945135460008003
Dag1	-0.0256956548762534	0.0839483596462109	0.507582346343049
Dagla	0.0189884471483659	0.709981284954428	0.963907757634145
Daglb	0.0420604761613064	0.549570835855318	0.925248889557939
Dalrd3	0.104422553175158	0.0138897858869187	0.185832135370449
Dand5	-0.179194439034488	0.0828931965532766	0.505644417576831
Dap3	0.0238916204367599	0.533479061294889	0.918847781229303
Dapk1	0.134162731973766	0.101540911725906	0.546765372219285
Dapk2	-0.0693910425061306	0.677293611310152	0.958422678529009
Dapk3	-0.0602481934836211	0.202870811391213	0.711796533672386
Dars	0.0103015373693545	0.8385880192969	0.984029686277922
Dars2	-0.0623935297535891	0.565152953993716	0.931074461040977
Daxx	-0.0482352640859413	0.369232446043528	0.844612402886496
Dazap1	-0.0103083412085046	0.840186134590997	0.984029686277922
Dazap2	-0.0246178028330247	0.62427641039963	0.945135460008003
Dazl	0.0745445338718616	0.707618600859288	0.963587285831813
Dbf4	-0.0719954461827311	0.692743363953127	0.960846419782784
Dbi	0.121333492434449	0.033211718697107	0.311005278109191
Dbn1	-0.00032287863843159	0.99336995798506	0.999560212462957
Dbndd1	-0.023100848587229	0.81283503014658	0.980184140730502
Dbndd2	-0.0415705957159146	0.557851528604533	0.927694768489075
Dbnl	-0.0365775350226708	0.547748525802051	0.924698128558385
Dbp	0.0688861118548055	0.70107392248997	0.962374450024589
Dbr1	0.00883940292072478	0.943949380764698	0.99502283478351
Dbt	-0.225961565900475	0.00382004595200391	0.0800787636199264
Dbx2	0.0313075811247459	0.755303011196215	0.972204354478402
Dcaf10	-0.0225134182257952	0.763617592953919	0.973623310554188
Dcaf11	-0.111334982180018	0.0305766973071928	0.298985558752022
Dcaf12	-0.036859806768208	0.642831933636983	0.950136581463683
Dcaf12l1	-0.0165740514706664	0.708225359861776	0.963587285831813
Dcaf13	0.0621890311718585	0.322683664236058	0.817105455323855
Dcaf15	0.10811140099858	0.0921209730549486	0.524074506525332
Dcaf17	-0.0800219029987433	0.486085511196136	0.901477519735849
Dcaf4	-0.0667294109772358	0.57710125568378	0.9361350075703
Dcaf5	-0.0980063421323566	0.0460396784911137	0.370380244692472
Dcaf6	-0.0704587873278882	0.167119700769048	0.673147274369171
Dcaf7	-0.00971728828090983	0.860176038473658	0.986106313258111
Dcaf8	-0.0196587873314994	0.524093044233714	0.917159767648099
Dcakd	0.0584700532810258	0.605679732776828	0.941147147795324
Dcbld1	0.0860574452639744	0.10178690533276	0.546765372219285
Dcbld2	-0.150023621402366	0.0216749776304486	0.242115623931688
Dcc	0.152170659225534	0.524017381651065	0.917159767648099
Dcdc2a	-0.146728404873456	0.328724062437294	0.821483626063644
Dchs1	0.16584393673403	0.173504064533202	0.680019568333388
Dck	0.0836633627347582	0.412399203262076	0.868802253301063
Dclk1	0.0373381720094026	0.0394638133481635	0.339966415554283
Dclk2	0.0216703155678884	0.69047807457376	0.959916946777013
Dclk3	0.114673361379311	0.278717936506181	0.783179069034947
Dclre1a	-0.349503742722408	0.000284553558555833	0.0117120732124526
Dclre1b	-0.0230343397514567	0.808224326637179	0.980184140730502
Dclre1c	-0.0151644651817218	0.840948623512429	0.984178395682551
Dcn	0.283423554793657	0.258524513829895	0.764041078682864
Dcp1a	0.0349962637427852	0.637393568075604	0.94820712234494
Dcp1b	0.0317643787147106	0.631396151212698	0.946232462409834
Dcp2	-0.027316486182894	0.762388276881014	0.973333619296476
Dcps	-0.128519564297225	0.331113494757691	0.823066831170351
Dcst1	0.183474833400521	0.0376817565894898	0.331797642066233
Dctd	-0.0889805047486352	0.255147004096125	0.761661183046743
Dctn1	0.0443205433806098	0.343119478595781	0.831717319570168
Dctn2	0.0413506768588601	0.442693352605903	0.881436010064146
Dctn3	-0.00122273501963941	0.989065597047306	0.999560212462957
Dctn4	0.0321353283381568	0.338149689341564	0.828476896306631
Dctn5	-0.00834461145881852	0.828792944175058	0.981689873354265
Dctn6	0.0559502700044259	0.396513050961394	0.860505937234989
Dctpp1	0.13445023461214	0.346149620781166	0.833295837523082
Dcun1d1	0.0304455978080115	0.680473282017055	0.958594701201069
Dcun1d2	-0.100561174815742	0.0369867711065803	0.329424232379169
Dcun1d3	0.102629357169089	0.230531127360072	0.737132877110996
Dcun1d4	0.0467345129004349	0.0930102142762037	0.526166002131456
Dcun1d5	-0.0728292583601159	0.0767479361040888	0.485365074218252
Dcx	-0.0666731760904068	0.644872111368594	0.950705704056652
Dcxr	-0.0594300130958261	0.697419550752312	0.962210068837977
Dda1	-0.000249283166789471	0.997881630052271	0.9998353335986
Ddah1	0.0432167452864096	0.44533819428664	0.882225545168237
Ddah2	0.0225689918064023	0.860120694595898	0.986106313258111
Ddb1	-0.00274764996493305	0.952367591518352	0.995145453186401
Ddb2	-0.0751632570001119	0.202604837719392	0.711796533672386
Ddc	0.138962577696695	0.154877548128749	0.654768104750897
Ddhd1	-0.0851866201877355	0.218006606216228	0.725472353799372
Ddhd2	0.0456125156421949	0.212648237722066	0.720616363699092
Ddi2	0.00899972256501415	0.846435933033127	0.985413547378746
Ddit3	-0.0484658123767539	0.72520861298273	0.96667565555719
Ddit4	0.123003356793301	0.412686156148455	0.868861778108543
Ddit4l	-0.109040571337934	0.45551709937266	0.887283190505946
Ddn	0.104303668463498	6.82196601460294e-05	0.00406333350744788
Ddo	0.360900165415641	0.0114789503072632	0.16270503799983
Ddost	0.0417575998203972	0.529922718080519	0.918534187848674
Ddr1	-0.0320388190934112	0.811001179147073	0.980184140730502
Ddr2	-0.0213109243129868	0.862254164479618	0.986106313258111
Ddrgk1	-0.0328825892734672	0.641406627605591	0.949481335406555
Ddt	-0.0262143675429164	0.786848202174247	0.977409913464011
Ddx1	-0.0110865681692653	0.80418836942665	0.980184140730502
Ddx10	0.060939434990806	0.598835923778391	0.940021018653251
Ddx17	0.00603649428591908	0.871251684453606	0.986106313258111
Ddx18	-0.0342229518117885	0.700043412231648	0.962374450024589
Ddx19a	0.0627614499373695	0.535138508471682	0.920170851000093
Ddx19b	0.103809275422443	0.122889533464314	0.594717663251933
Ddx20	0.0970192539049881	0.410364600895184	0.867009750930812
Ddx21	0.0292084855111563	0.679295395580301	0.958586255205361
Ddx23	0.0716069920249469	0.388272360269974	0.854307710444735
Ddx24	0.00853404297806619	0.851222770310565	0.986106313258111
Ddx25	0.0654100328002384	0.255177821638918	0.761661183046743
Ddx26b	-0.10794894744826	0.116256929543942	0.579177937922714
Ddx27	0.133945250176905	0.0378716934781103	0.332524741672791
Ddx28	0.0499769533684109	0.654560090803602	0.952243878180825
Ddx31	0.204079560147019	7.90031212491993e-05	0.00448563471634629
Ddx39	0.0696317513392309	0.519791064116375	0.914339272091121
Ddx39b	-0.0198627419499503	0.701171880260644	0.962374450024589
Ddx3x	0.0401564341577286	0.795573074819374	0.979768556125282
Ddx4	-0.0674275379967117	0.512454245829559	0.911059077075107
Ddx41	-0.0666329483947257	0.179339329083455	0.687874596908645
Ddx42	-0.0516763594166426	0.174279996742998	0.681214290862839
Ddx46	-0.0176068385598677	0.744517258577048	0.970354919032754
Ddx47	-0.0296587604553973	0.59304837589113	0.938594466897895
Ddx49	0.0826476110929397	0.128137692503747	0.604070727712677
Ddx5	-0.0219544872378	0.569832824919615	0.932706945161727
Ddx50	0.0399930309649437	0.256748591358365	0.761825257425618
Ddx51	-0.0143582240340127	0.882026252813579	0.98757939100089
Ddx52	0.0295784533477619	0.461622467787153	0.889569257025205
Ddx54	0.058831169844715	0.351922101559287	0.83659384066025
Ddx55	0.0457641562375034	0.61438379313121	0.943710496193315
Ddx56	-0.0349550069754492	0.692902533478773	0.960846419782784
Ddx59	-0.0805530719832471	0.221116779283754	0.72586533612783
Ddx6	-0.023550755296322	0.534829786771243	0.920150844092339
Deaf1	0.0324272313357681	0.576682809256327	0.936128887097276
Decr1	-0.0375434155217413	0.638709835773253	0.948458403653459
Decr2	-0.130658247387551	0.629115844534981	0.945322084499711
Dedd	0.0417223136509584	0.52721020150779	0.918108876115451
Dedd2	-0.0698840919357685	0.480954021017709	0.897600621754615
Def6	0.306435337774118	0.199024810936467	0.708474931315142
Def8	0.0616421738459846	0.431179100714809	0.876002725850593
Degs1	0.0494801012280238	0.26301454291711	0.767958414442176
Degs2	0.137846331130272	0.0664361576283241	0.453236540119663
Dek	0.016376036665342	0.827445909595716	0.981255143701461
Dennd1a	0.0454289967359417	0.42599589664225	0.874325636537949
Dennd1b	-0.0892195226666422	0.354848895433885	0.837906204297954
Dennd2a	0.0280322658649945	0.375833858733217	0.848743287613165
Dennd3	0.0953378423292468	0.622963674992385	0.944830971566836
Dennd4a	-0.0243850236728236	0.60446321209719	0.940436359999007
Dennd4b	0.0469773436418785	0.44328930581655	0.881450746474511
Dennd4c	0.00491546930458851	0.978740320278945	0.999560212462957
Dennd5a	-0.0977227993308006	0.00693385970355331	0.11671683134147
Dennd5b	-0.073075672917144	0.357583547341424	0.838474541729827
Dennd6a	0.078586704234128	0.327753169901438	0.820973316196709
Dennd6b	0.0812136923839715	0.215914238968463	0.72302203727005
Denr	-0.032126009763986	0.674713335688669	0.957441012606163
Depdc5	-0.0537332389183487	0.451967524343157	0.88486499037411
Deptor	0.169800329843182	0.0471950688380494	0.376496914252797
Derl1	-0.0320160093286809	0.697707001629693	0.962212095734876
Derl2	0.087056380659628	0.425975479681067	0.874325636537949
Desi1	-0.0111326657059716	0.726085843944285	0.966883294192189
Desi2	0.0243722966092505	0.739564145455465	0.969530320731735
Det1	0.0346818635320821	0.854344600567299	0.986106313258111
Dexi	-0.0662273870460611	0.256454075539803	0.761661183046743
Dffa	-0.0312598479003807	0.447337062181111	0.882253760904823
Dffb	-0.0213128492111946	0.913699432464001	0.992096605503638
Dfna5	-0.041997931702861	0.701912915264512	0.962374450024589
Dgat1	-0.0284903284352945	0.734926846842915	0.96933979618193
Dgat2	0.14211216791583	0.236820604004138	0.741587685850491
Dgcr14	-0.0393877373196986	0.655202065595012	0.952525753017353
Dgcr2	0.00988768009956543	0.923792300116476	0.99373793495461
Dgcr6	0.00693731297059232	0.883972682078123	0.987960086447078
Dgcr8	-0.0378844494336863	0.700991990842468	0.962374450024589
Dgka	-0.0747673177938664	0.626667993753674	0.945135460008003
Dgkb	0.0655878817186444	0.297180298913418	0.796981458651273
Dgkd	-0.061243746148983	0.00132897651279285	0.0384689019088565
Dgke	-0.0952285403739427	0.0412525977329428	0.349335907938091
Dgkg	-0.00199198935985173	0.949082640942509	0.99502283478351
Dgkh	-0.0496270643902737	0.434794851892692	0.878882920557768
Dgki	0.182799935642927	0.23272361615875	0.739474962962492
Dgkq	0.045446397722807	0.320023065896521	0.815892406782665
Dgkz	-0.0896531430490237	0.00422084999144645	0.0861484522965899
Dguok	0.0213444741821877	0.851221730811178	0.986106313258111
Dhcr24	-0.00963385537339746	0.901871144802737	0.989192994823347
Dhcr7	-0.0232221443439365	0.854970858989688	0.986106313258111
Dhdds	0.0161432114677264	0.800478460988017	0.980184140730502
Dhdh	-0.19851156799048	0.279076331205844	0.783450217621414
Dhfr	-0.180467002754756	0.0814054326675835	0.500015818204607
Dhodh	0.24893117438067	0.0120737062800247	0.168827479800481
Dhps	-0.113984817903165	0.209442704594553	0.718194721897185
Dhrs1	0.157943073052332	0.00466478889400523	0.0928372605487373
Dhrs11	-0.12771710809454	0.515808607695934	0.91258214538825
Dhrs13	-0.106906543109934	0.375749763027319	0.848743287613165
Dhrs3	-0.173638416188504	0.0292925726193574	0.290789809440079
Dhrs4	-0.103625877294056	0.40279028784915	0.861937967357916
Dhrs7	0.0721596300193949	0.366902599540524	0.843479258314168
Dhrs7b	-0.00521959758046204	0.956185834768498	0.995731613510781
Dhtkd1	-0.0302753790332872	0.742267623225905	0.969791410099686
Dhx15	0.0117005439242291	0.817777297593244	0.980184140730502
Dhx16	-0.125434073569621	0.118909920656533	0.58610606847745
Dhx29	0.0520972415579673	0.418848592100671	0.870965560259795
Dhx30	-0.0114737289300635	0.779618186496955	0.976765657783565
Dhx32	-0.074095628194749	0.296095968447574	0.796975557746962
Dhx33	-0.00774315672480595	0.865757499905994	0.986106313258111
Dhx34	0.0955547301300094	0.0104502059739058	0.152494230636889
Dhx35	0.116743472709756	0.189195066912781	0.69874776963165
Dhx36	0.0124902708019495	0.801490895258627	0.980184140730502
Dhx37	0.0378999053756807	0.687150956753025	0.958788235283019
Dhx38	-0.0563542237232854	0.614556806601291	0.943710496193315
Dhx40	-0.00824263008038321	0.938920939464809	0.994781508532854
Dhx57	-0.032653726643166	0.594395876416144	0.938622891162185
Dhx8	-0.109693498975404	0.00535154656706305	0.100000468204139
Dhx9	0.14639452500159	0.0152162299322796	0.195351163348198
Diablo	0.148792228413151	0.223691156691889	0.728908400908947
Diaph1	-0.0537799842045414	0.210259019944357	0.719386632999347
Diaph2	-0.0180880875223904	0.868462436750967	0.986106313258111
Dicer1	-0.0686630410764473	0.413173345429704	0.868861778108543
Dido1	0.0201797526945796	0.753584232629963	0.972077290661492
Diexf	0.0780546968232834	0.361118815393494	0.841496449556043
Dimt1	0.0779686131521236	0.474995663538744	0.896164780811732
Dio2	0.0134743059577641	0.938840550088834	0.994781508532854
Dip2a	-0.044328114307912	0.655516058640752	0.952525753017353
Dip2b	-0.0323041827358167	0.34564807573103	0.832578428586041
Dip2c	0.0445545348338737	0.336579164182488	0.827028810998976
Diras1	-0.0638290067011464	0.0405074879298295	0.346102069948862
Diras2	0.0933736613663418	8.64128841659983e-06	0.000759268951725215
Dirc2	0.0307202167646909	0.73645495422754	0.969530320731735
Dis3	0.0246208233660492	0.857696853321917	0.986106313258111
Dis3l	-0.26430190727312	0.000753702420348112	0.0247026965229967
Dis3l2	-0.140496781281273	0.175891942360755	0.68268335648728
Disp1	-0.205042926706901	0.24125030369778	0.745698669639149
Disp2	0.0786091017495419	0.0485603397521635	0.383016393412854
Dixdc1	0.00892408406845275	0.818395061901551	0.980184140730502
Dkc1	-0.133151454583651	0.102246632658947	0.547042664540902
Dkk2	-0.0324943109473818	0.820050740065514	0.980184140730502
Dkk3	0.16705969526449	0.00142680620520652	0.0400832246628199
Dkkl1	-0.0534625026750525	0.4224441314434	0.872713080615688
Dlat	0.0194244538922852	0.701565521832515	0.962374450024589
Dlc1	0.0310322577210259	0.713460683916674	0.964602549876286
Dld	0.0166398614879893	0.463501843171525	0.890032573160009
Dlg1	-0.165852804847303	6.3341651479476e-08	1.28645855767087e-05
Dlg2	-0.0436464655978143	0.358166875237772	0.838815168660829
Dlg3	0.0230620394609772	0.19199199434935	0.700938350105843
Dlg4	-0.0324289835342608	0.454977636086944	0.88692006907027
Dlg5	0.209880384536038	0.088495498096179	0.518398678072071
Dlgap1	-0.0861228743900608	0.000998178299383312	0.0309935612808518
Dlgap2	-0.10871208162901	0.242927160560348	0.747361458202671
Dlgap3	-0.104719048437161	0.0309182652118243	0.300291807770262
Dlgap4	-0.0792765119869897	0.10167446084972	0.546765372219285
Dlk2	-0.0183845390681398	0.848796400515007	0.986012019945966
Dll1	0.26562415158086	0.00472997276879572	0.0937594122121763
Dlst	0.0503943659084739	0.300219224741793	0.799405007719805
Dlx1	0.102068194081682	0.184490736351403	0.693813710495532
Dlx2	0.0725845649781744	0.71826767742588	0.965317362961169
Dlx5	0.00297557453183597	0.98529764393088	0.999560212462957
Dlx6	0.0214024037142459	0.848415149573747	0.986012019945966
Dmap1	-0.0804793336475996	0.342077305096089	0.83038031753473
Dmd	-0.1090538223038	0.0832351319331373	0.507196317022291
Dmp1	-0.132815675650316	0.432234632280842	0.876568155070773
Dmpk	0.162529308154224	0.191726218690108	0.700938350105843
Dmrta2	-0.131290099777809	0.602899359173181	0.940424361730587
Dmrtb1	-0.330758204852524	0.0678888041251642	0.455866880383013
